gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,Yes,17,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,21.46,393.47,No
Male,0,Yes,No,4,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),62.25,232.56,No
Male,0,No,Yes,26,Yes,No,No,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),54.01,1392.74,No
Male,0,Yes,No,72,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,22.99,1734.86,No
Female,0,Yes,Yes,69,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,98.73,6811.31,No
Female,0,No,No,5,Yes,No phone service,No,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,24.7,120.58,Yes
Female,1,No,No,5,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,24.18,109.3,Yes
Male,0,No,No,69,Yes,No,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.55,4933.22,No
Male,1,Yes,Yes,3,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),53.61,167.65,Yes
Male,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),32.44,1333.9,Yes
Female,1,No,No,1,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,30.51,32.98,Yes
Male,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,116.93,1001.26,No
Male,0,No,No,13,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,83.64,1057.33,No
Female,0,Yes,No,70,Yes,Yes,DSL,No,No,No,No,No,No internet service,One year,Yes,Credit card (automatic),39.33,2714.13,No
Male,0,No,No,50,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,50.76,2752.96,Yes
Female,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.51,636.1,No
Female,0,No,No,30,Yes,Yes,No,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Electronic check,26.91,730.69,No
Female,0,Yes,Yes,40,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Two year,Yes,Mailed check,54.46,2241.56,No
Male,0,No,No,33,Yes,No,No,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,20.85,664.75,No
Male,0,Yes,No,52,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,79.76,3894.67,Yes
Male,1,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,105.16,3416.1,Yes
Male,0,No,Yes,37,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),110.02,3862.21,Yes
Male,0,Yes,No,70,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),83.76,5596.39,No
Male,0,Yes,No,69,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,100.49,6528.56,No
Male,1,No,No,4,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,95.65,402.7,No
Female,0,Yes,Yes,60,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Two year,No,Mailed check,20.1,1317.57,Yes
Male,0,No,No,31,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,Yes,Electronic check,35.43,1128.71,No
Female,0,Yes,Yes,14,Yes,No,DSL,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),24.72,349.99,No
Male,0,Yes,No,60,No,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),46.57,3011.04,No
Male,0,No,No,68,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),26.59,1635.48,Yes
Male,1,No,No,26,No,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),69.93,1714.15,No
Female,0,Yes,No,24,Yes,No,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),37.56,894.92,Yes
Female,0,No,No,56,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),35.39,1825.41,Yes
Female,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,118.4,1043.27,No
Female,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),111.31,3803.89,Yes
Male,0,Yes,No,24,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,38.33,1002.09,No
Female,1,Yes,No,31,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),39.09,1130.33,Yes
Male,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),92.81,6095.87,No
Male,0,No,No,66,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),84.92,5165.31,Yes
Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,48.89,2118.86,No
Female,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,106.32,4018.34,No
Female,0,Yes,No,34,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.41,1130.81,Yes
Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,97.07,3678.2,Yes
Female,0,No,No,23,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,110.5,2790.34,No
Female,1,No,No,44,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),33.4,1526.43,No
Female,0,Yes,No,70,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),74.83,4801.61,No
Female,1,No,Yes,58,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,One year,No,Bank transfer (automatic),23.82,1254.68,No
Male,0,No,Yes,59,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,No,Mailed check,100.6,5486.35,No
Female,0,No,No,26,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,92.24,2158.53,Yes
Female,0,No,No,22,Yes,No,No,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,65.84,1504.36,No
Male,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,47.73,2083.97,No
Female,0,Yes,No,11,Yes,No,No,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),36.31,362.94,Yes
Male,1,Yes,Yes,9,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,91.79,776.27,Yes
Male,0,No,No,12,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),88.72,1162.58,No
Female,0,No,No,26,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),71.14,1756.77,No
Male,0,Yes,No,38,Yes,Yes,No,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.47,1321.84,No
Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),23.27,65.56,No
Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21.39,350.96,Yes
Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),108.05,4966.21,Yes
Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.58,159.2,Yes
Male,0,No,Yes,54,No,No,No,No,No,Yes,No internet service,Yes,No,One year,No,Electronic check,67.6,3975.17,No
Female,0,Yes,No,24,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,102.17,2342.84,No
Male,0,No,No,11,Yes,No,No,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,65.02,705.46,Yes
Male,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.14,603.02,Yes
Male,1,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,100.42,5711.02,No
Male,0,Yes,Yes,52,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Two year,No,Electronic check,27.64,1553.84,Yes
Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,One year,No,Electronic check,69.9,4201.68,No
Female,0,Yes,No,43,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,No,Two year,No,Credit card (automatic),101.56,4386.68,No
Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,76.16,3118.65,Yes
Male,1,No,No,36,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,38.3,1352.91,No
Female,0,No,No,12,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,30.76,347.15,Yes
Male,0,Yes,No,56,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,118.59,6280.7,No
Male,0,Yes,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),43.32,129.18,No
Male,0,Yes,No,50,No,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),19.43,1018.46,No
Female,0,No,Yes,29,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),55.98,1502.6,No
Female,0,Yes,Yes,16,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,One year,Yes,Electronic check,92.87,1572.24,Yes
Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.37,2650.33,Yes
Male,0,No,Yes,27,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,34.15,886.1,Yes
Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),37.79,2486.16,No
Female,1,No,Yes,42,Yes,No phone service,No,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,91.23,3469.6,No
Female,0,Yes,Yes,57,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Mailed check,113.27,6060.77,Yes
Female,0,No,No,10,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),45.34,462.34,No
Female,0,Yes,No,38,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,112.73,4580.18,No
Male,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),31.09,224.1,Yes
Female,0,Yes,No,18,Yes,Yes,No,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,27.48,507.57,No
Male,1,Yes,Yes,17,Yes,No,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,35.36,558.56,Yes
Female,0,No,Yes,58,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),58.02,3566.47,No
Male,0,No,No,66,Yes,No phone service,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),72.59,4520.72,No
Female,0,No,No,44,Yes,No,Fiber optic,No,No,No internet service,No,No,No,One year,Yes,Credit card (automatic),41.43,1665.04,No
Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,26.36,260.04,No
Female,0,Yes,No,48,Yes,Yes,No,No internet service,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),93.06,4435.45,No
Female,0,No,Yes,39,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,47.89,1821.82,Yes
Male,0,No,No,6,Yes,Yes,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,73.72,449.0,Yes
Female,0,No,Yes,30,Yes,No phone service,No,No internet service,Yes,No,No,No,No,One year,No,Electronic check,95.98,2911.53,No
Male,0,No,No,18,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,28.75,470.5,No
Male,0,No,No,43,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,Two year,No,Mailed check,70.33,2931.0,Yes
Male,0,No,No,33,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),103.13,3478.95,No
Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,54.67,3154.99,Yes
Female,0,Yes,No,56,No,No,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,Yes,Electronic check,72.19,4165.73,No
Male,0,Yes,No,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,113.86,2020.23,No
Male,1,Yes,No,69,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),93.93,5845.6,No
Male,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,57.9,1591.61,No
Female,0,No,No,29,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),32.76,1013.18,No
Female,0,No,No,24,Yes,No,No,No internet service,No internet service,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),45.78,1029.13,No
Female,1,Yes,No,6,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,74.43,430.59,Yes
Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,34.98,1996.95,Yes
Male,0,Yes,No,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.34,2197.18,No
Male,1,No,No,4,Yes,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.62,313.58,Yes
Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,113.02,6769.55,Yes
Male,0,No,No,48,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),40.95,2047.81,Yes
Male,0,Yes,Yes,60,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,43.92,2892.88,No
Male,0,Yes,Yes,26,Yes,No,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.92,2465.43,No
Female,0,No,No,40,Yes,No,No,No,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,30.28,1098.9,No
Female,0,No,Yes,56,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,34.83,1797.03,No
Male,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,35.82,1369.87,Yes
Female,1,No,Yes,39,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,One year,No,Mailed check,84.37,3172.33,No
Female,0,No,Yes,48,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),65.63,2901.19,No
Female,0,No,No,25,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),30.48,801.54,Yes
Female,0,No,No,34,No,No,DSL,No internet service,No,No,No,No,No internet service,One year,No,Mailed check,45.85,1494.15,Yes
Female,0,No,No,21,Yes,No,DSL,No,No,No internet service,No,No,No,One year,No,Mailed check,65.01,1460.15,No
Male,0,Yes,No,25,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.57,1202.94,No
Female,0,No,Yes,22,Yes,No,No,No,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,60.47,1395.46,Yes
Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,111.53,2416.56,No
Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Two year,Yes,Electronic check,116.48,2895.06,No
Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,119.2,3132.73,No
Male,0,Yes,Yes,30,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,20.66,613.26,Yes
Male,0,No,No,38,No,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,One year,No,Mailed check,90.89,3645.73,Yes
Male,0,Yes,No,34,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,113.38,3979.89,No
Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),110.22,1680.43,No
Female,1,No,Yes,44,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,One year,Yes,Electronic check,20.53,854.8,Yes
Male,0,No,No,10,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,100.34,1008.37,Yes
Female,0,No,Yes,37,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),64.81,2495.64,Yes
Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),104.72,797.87,No
Female,0,No,No,32,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,90.99,2701.26,Yes
Female,0,Yes,No,11,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),62.89,742.51,Yes
Male,1,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,48.13,2134.87,Yes
Male,1,No,Yes,68,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),18.09,1275.05,No
Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,No,Electronic check,73.11,3608.3,Yes
Female,0,No,No,45,Yes,No,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,58.71,2839.93,No
Male,0,No,No,33,Yes,No,No,Yes,No,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),52.61,1583.09,No
Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),65.77,283.36,Yes
Female,0,No,Yes,47,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.58,3020.74,Yes
Male,0,Yes,No,53,Yes,No,DSL,Yes,No internet service,No,No internet service,No,No,Two year,No,Bank transfer (automatic),76.79,4053.61,No
Female,0,No,Yes,31,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Two year,No,Mailed check,85.16,2828.54,No
Female,0,No,Yes,31,Yes,No,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,34.69,1085.59,No
Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.65,1062.27,No
Male,1,No,No,48,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,64.59,3273.61,Yes
Female,0,No,No,36,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,45.11,1483.34,No
Female,0,No,No,49,Yes,No phone service,DSL,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,99.06,5018.58,Yes
Male,0,Yes,No,31,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,67.09,1872.48,No
Female,1,Yes,Yes,44,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,72.61,2900.21,Yes
Male,1,No,No,59,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),75.2,4847.0,No
Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),92.07,2106.66,Yes
Male,0,Yes,No,68,Yes,No phone service,DSL,No,No,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,90.04,5583.44,No
Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),88.11,3989.06,No
Male,0,Yes,No,42,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,One year,No,Electronic check,26.32,1021.38,No
